Date/Time,Fan_power,Pump_power,Pump_Mass_FR,Air_Out_Temp,Air_Out_Flowrate,Air_Out_HR,ZMAT,ZMA_HR,Evaporater_ClgRt,chiller_power,DeltaT,SensibleHeat,OA_DB,OA_WB,OA_HR
 07/24  24:00:00,0,0,0,27.48007622,0,0.017276505,27.61868793,0.017262725,0,0,0.138611712,0,26.7,23.81842942,0.017896595
 07/25  01:00:00,0,0,0,27.28443059,0,0.016922942,27.12749386,0.016752462,0,0,-0.156936727,0,25.6,22.78524272,0.016757287
 07/25  02:00:00,0,0,0,26.97055713,0,0.016581982,27.10670654,0.016638666,0,0,0.136149409,0,25.6,23.20578927,0.01742957
 07/25  03:00:00,0,0,0,25.33047247,0,0.016368049,25.63515336,0.016441002,0,0,0.304680885,0,23.3,22.06119472,0.016648927
 07/25  04:00:00,0,0,0,25.35929753,0,0.016337755,25.83728459,0.016608847,0,0,0.477987057,0,23.3,22.56397254,0.017391495
 07/25  05:00:00,0,0,0,24.90934911,0,0.015943509,24.99327938,0.015971252,0,0,0.083930261,0,22.2,20.9929537,0.015515423
 07/25  06:00:00,0,0,0,25.90495911,0,0.015482003,25.77663246,0.015495297,0,0,-0.128326645,0,21.7,20.87042211,0.015567833
 07/25  07:00:00,0,0,0,26.94870524,0,0.015868258,26.72141977,0.01580656,0,0,-0.22728547,0,21.7,20.8701688,0.015583985
 07/25  08:00:00,0,0,0,26.52417514,0,0.016248506,26.51834046,0.016222196,0,0,-0.005834673,0,22.8,21.57526735,0.016139896
 07/25  09:00:00,202.9275007,39.90319378,0.156021855,14.10803364,0.287314481,0.009774199,21.18839775,0.011684889,5740.661141,806.6674567,7.080364114,2.034291142,25,22.63771281,0.016784573
 07/25  10:00:00,222.841694,43.68220002,0.170792854,14.46848415,0.338092688,0.010033953,20.93742174,0.011174409,6398.901832,880.5818116,6.468937584,2.187100497,23.9,22.25612629,0.016670129
 07/25  11:00:00,218.2839349,21.64808617,0.084605125,17.07271879,0.32730855,0.011894785,21.8761859,0.01252869,4018.344931,585.1286037,4.803467112,1.572215853,25,22.63771281,0.016784573
 07/25  12:00:00,170.9495893,26.99384866,0.105514058,15.12893535,0.118552089,0.010016558,22.97230134,0.012504432,4626.895605,682.4735939,7.843365997,0.929847427,26.7,23.52565817,0.017448938
 07/25  13:00:00,185.2125121,24.78275047,0.096850678,16.74869261,0.228292479,0.011543923,23.0647865,0.012751794,4723.872291,718.1767488,6.316093888,1.441916732,28.3,24.24543806,0.017930171
 07/25  14:00:00,170.9893166,26.81873072,0.10481664,15.60288082,0.122575586,0.010333717,24.52184785,0.012515284,4895.331659,769.5097351,8.918967032,1.093247613,30,23.9470017,0.01672701
 07/25  15:00:00,171.033808,18.99328473,0.074223136,16.45139923,0.108030872,0.010785825,24.2241454,0.012444062,3675.360216,585.6236261,7.772746166,0.839696548,28.9,22.98687071,0.0156572
 07/25  16:00:00,171.1476348,13.08149672,0.051110904,17.55915637,0.129437142,0.011784143,24.67937638,0.012728418,2757.137603,491.2592602,7.120220012,0.921620928,28.9,22.64220459,0.015147033
 07/25  17:00:00,171.4768441,30.12649094,0.11778916,13.7570699,0.137480621,0.009225928,22.71719462,0.011448269,4465.990205,667.9371755,8.960124724,1.231843516,27.2,22.46422349,0.015573768
 07/25  18:00:00,0,0,0,26.14233219,0,0.013870361,25.78457712,0.013122487,0,0,-0.357755074,0,25,21.51620307,0.015091649
 07/25  19:00:00,0,0,0,26.04278819,0,0.013575924,25.92865844,0.013519731,0,0,-0.114129751,0,23.3,20.62919527,0.014536288
 07/25  20:00:00,0,0,0,25.29358977,0,0.014104445,25.37664076,0.014091725,0,0,0.083050993,0,22.8,20.55487235,0.014625939
 07/25  21:00:00,0,0,0,25.64182905,0,0.013760604,25.68575945,0.013666304,0,0,0.043930401,0,22.2,19.60010013,0.013549727
 07/25  22:00:00,0,0,0,24.23134902,0,0.013430932,24.49200275,0.013491254,0,0,0.260653736,0,21.7,19.38726421,0.013473672
 07/25  23:00:00,0,0,0,24.69941079,0,0.013206185,24.71130022,0.013223757,0,0,0.011889437,0,20.6,18.71789053,0.013051503
 07/25  24:00:00,0,0,0,24.80998161,0,0.013296619,24.83853213,0.01329575,0,0,0.028550518,0,20,18.85649633,0.013483899
 07/26  01:00:00,0,0,0,23.20876569,0,0.013326746,23.51687942,0.013319391,0,0,0.308113735,0,20,18.85649633,0.013483899
 07/26  02:00:00,0,0,0,23.79165086,0,0.013471538,23.77764599,0.013561459,0,0,-0.014004871,0,19.4,19.06704702,0.014012879
 07/26  03:00:00,0,0,0,23.60887715,0,0.013273928,23.6178022,0.013281939,0,0,0.008925047,0,18.3,17.97628045,0.013062337
 07/26  04:00:00,0,0,0,23.3842171,0,0.013361726,23.30365299,0.013375594,0,0,-0.080564103,0,18.9,18.57123703,0.01357336
 07/26  05:00:00,0,0,0,23.22308889,0,0.013389463,23.11284346,0.013482941,0,0,-0.110245427,0,18.9,18.57134377,0.013559393
 07/26  06:00:00,0,0,0,24.17834071,0,0.013724425,23.99643359,0.013672527,0,0,-0.181907121,0,20.6,19.43964764,0.013990324
 07/26  07:00:00,0,0,0,26.50315665,0,0.014171088,26.06701748,0.014015289,0,0,-0.436139164,0,22.2,20.24322037,0.014412331
 07/26  08:00:00,0,0,0,26.60579678,0,0.014279416,26.48707678,0.014260081,0,0,-0.11872,0,22.8,20.16308999,0.014049735
 07/26  09:00:00,220.9812722,20.61809327,0.080596011,16.03584449,0.333738795,0.011035468,21.70567528,0.011811656,3450.249923,508.1827043,5.669830793,1.892242497,23.9,20.50774131,0.014049987
 07/26  10:00:00,208.2304795,18.21881749,0.071203172,16.92063837,0.301887258,0.011653142,23.43375743,0.01208637,3374.268837,513.2708676,6.513119061,1.966227657,25.6,21.03621346,0.014081143
 07/26  11:00:00,185.078562,32.24832515,0.126083162,14.28793655,0.227746004,0.009750492,22.2612017,0.010980159,4826.549954,700.6724489,7.973265155,1.815879274,26.1,21.48398912,0.014514274
 07/26  12:00:00,179.8762206,13.80987714,0.053964011,17.44205554,0.204243576,0.011944672,23.75051756,0.012351334,2743.511091,477.7982098,6.308462022,1.288462845,26.7,21.70914383,0.014590005
 07/26  13:00:00,171.5524343,22.28741204,0.087125531,14.75450334,0.138929278,0.009801843,24.54826973,0.011265945,3633.364689,567.4544669,9.793766397,1.36064089,27.8,21.01838182,0.01315093
 07/26  14:00:00,227.2935956,38.26572335,0.14964469,13.27608818,0.348266029,0.009157206,20.74813375,0.009868105,4871.917666,730.9854376,7.472045573,2.602259639,27.8,20.32096977,0.012175776
 07/26  15:00:00,174.5468816,12.95198107,0.050629697,15.343591,0.171638101,0.010315939,22.74935328,0.010429374,2156.396352,477.7982098,7.405762274,1.271110971,26.7,19.06263786,0.010957912
 07/26  16:00:00,173.9878703,12.58784489,0.049201435,15.86029589,0.167107252,0.010670348,22.93534993,0.010938533,2207.730935,477.7982098,7.075054036,1.182292836,26.7,19.91735084,0.012097815
 07/26  17:00:00,205.9437414,26.61421939,0.104064904,14.09164558,0.295719187,0.009683623,20.4926489,0.010246165,3757.982535,564.6435085,6.401003326,1.892899502,26.1,20.06633648,0.012551095
 07/26  18:00:00,0,0,0,25.28407986,0,0.011536613,24.8105641,0.011116605,0,0,-0.473515765,0,25.6,19.63688293,0.01217767
 07/26  19:00:00,0,0,0,25.28109305,0,0.011338462,25.09428535,0.011267068,0,0,-0.186807695,0,24.4,18.91332992,0.011719392
 07/26  20:00:00,0,0,0,25.40986437,0,0.011885834,25.62975823,0.012289445,0,0,0.219893856,0,22.8,20.1614368,0.014078731
 07/26  21:00:00,0,0,0,24.48225217,0,0.013058182,24.5885362,0.013004838,0,0,0.10628403,0,22.2,20.2426079,0.014427196
 07/26  22:00:00,0,0,0,24.45735328,0,0.013167023,24.34797794,0.013386529,0,0,-0.109375344,0,21.7,20.1395497,0.014494981
 07/26  23:00:00,0,0,0,24.37428712,0,0.013502492,24.37507684,0.013470378,0,0,0.000789717,0,20,19.20469329,0.013943438
 07/26  24:00:00,0,0,0,24.013566,0,0.013498949,23.89285104,0.013533767,0,0,-0.120714967,0,20,19.20469329,0.013943438
 07/27  01:00:00,0,0,0,23.77213607,0,0.013568586,23.98342709,0.01362378,0,0,0.21129102,0,20,19.20469329,0.013943438
 07/27  02:00:00,0,0,0,23.69214822,0,0.013440477,23.7429459,0.013476067,0,0,0.050797677,0,18.3,18.29998779,0.013475079
 07/27  03:00:00,0,0,0,23.04420293,0,0.013435864,23.12321206,0.013441556,0,0,0.079009127,0,18.3,18.29998779,0.013488972
 07/27  04:00:00,0,0,0,22.95264392,0,0.013412609,22.93308707,0.013465987,0,0,-0.019556851,0,18.9,18.57113041,0.013587356
 07/27  05:00:00,0,0,0,21.86156087,0,0.012924121,22.05218906,0.013033964,0,0,0.190628189,0,17.2,17.19999695,0.012554184
 07/27  06:00:00,0,0,0,24.39975872,0,0.013943709,24.09415573,0.013687604,0,0,-0.305602989,0,20.6,19.7925632,0.014497393
 07/27  07:00:00,0,0,0,26.52764762,0,0.014620895,26.15236658,0.014315141,0,0,-0.375281041,0,23.3,21.02839678,0.015086093
 07/27  08:00:00,0,0,0,28.39095306,0,0.014606985,28.11571059,0.014508265,0,0,-0.275242474,0,25.6,21.03205647,0.014124738
 07/27  09:00:00,181.2566614,35.26562065,0.137906586,13.05959193,0.210991476,0.008962863,23.94158671,0.010630017,4664.046976,687.3684149,10.88199479,2.296008147,26.7,20.58001687,0.013026103
 07/27  10:00:00,214.3940598,38.34627464,0.149942411,13.78885868,0.317766036,0.009474454,22.77940215,0.010136304,5328.621113,802.7693859,8.990543466,2.856889361,28.3,20.73062197,0.01256871
 07/27  11:00:00,171.013056,17.03837381,0.066601428,15.0827272,0.124012736,0.009931621,25.52386774,0.010513431,2885.438373,491.2592602,10.44114054,1.2948344,28.9,20.30158441,0.011722367
 07/27  12:00:00,212.9737093,32.10048468,0.125502635,14.55412118,0.314194775,0.009966315,22.48274876,0.010505397,4862.401576,764.7459331,7.92862758,2.491133359,30,20.99182548,0.012227949
 07/27  13:00:00,175.2962665,23.48560888,0.091815457,14.31255366,0.177210084,0.009648627,24.21936795,0.010186062,3690.905579,609.0635476,9.906814291,1.755587391,30.6,20.45501802,0.011243189
 07/27  14:00:00,183.1409475,21.01525627,0.082149907,15.03576341,0.219556163,0.010219075,23.24686807,0.010456773,3484.625359,587.3633095,8.211104651,1.802798634,31.1,20.62780761,0.011291521
 07/27  15:00:00,189.5595747,24.73836581,0.096706888,14.91957976,0.244913578,0.010161318,22.93361877,0.010451049,4029.814703,672.0065582,8.014039008,1.962746969,31.7,21.09162751,0.011678345
 07/27  16:00:00,175.3792816,12.39760219,0.048442938,17.22180923,0.177797943,0.011708238,24.58104418,0.011553161,2518.646351,510.554644,7.359234954,1.308456837,31.7,21.51490264,0.012301739
 07/27  17:00:00,171.0902208,17.21940916,0.067298439,15.56738253,0.10567992,0.010130598,24.47672167,0.011347456,3162.00033,538.056197,8.909339136,0.941538251,30.6,21.46650236,0.012690312
 07/27  18:00:00,0,0,0,27.99119604,0,0.012502405,27.54902818,0.012129585,0,0,-0.442167855,0,29.4,21.63588625,0.013454735
 07/27  19:00:00,0,0,0,28.76506315,0,0.013134448,28.53845427,0.012851221,0,0,-0.22660888,0,28.9,21.94035985,0.014111433
 07/27  20:00:00,0,0,0,27.73835523,0,0.013487831,27.79869693,0.013446007,0,0,0.060341709,0,27.2,21.82217899,0.014667625
 07/27  21:00:00,0,0,0,27.67979933,0,0.013797155,27.89048493,0.014089771,0,0,0.2106856,0,26.7,22.01331623,0.015143411
 07/27  22:00:00,0,0,0,27.39030234,0,0.014063353,27.24273378,0.014159974,0,0,-0.147568565,0,26.1,21.78052689,0.015050991
 07/27  23:00:00,0,0,0,27.47808704,0,0.014420194,27.63945492,0.01448522,0,0,0.161367885,0,25.6,21.774103,0.015251891
 07/27  24:00:00,0,0,0,27.34767148,0,0.014720436,27.18813654,0.014796797,0,0,-0.159534937,0,25,21.79938471,0.015541883
 07/28  01:00:00,0,0,0,24.99418855,0,0.013409664,25.35547823,0.013830993,0,0,0.361289674,0,18.9,18.12578937,0.0130422
 07/28  02:00:00,0,0,0,24.65829111,0,0.013707404,24.78689845,0.013735053,0,0,0.12860734,0,18.9,18.57057814,0.01365777
 07/28  03:00:00,0,0,0,24.56770191,0,0.013739058,24.43713922,0.013696331,0,0,-0.130562695,0,18.9,18.57068833,0.013643629
 07/28  04:00:00,0,0,0,24.88137415,0,0.013611651,24.84268065,0.013617333,0,0,-0.038693503,0,18.9,18.57068833,0.013643629
 07/28  05:00:00,0,0,0,24.92228972,0,0.01357653,24.97604495,0.013744397,0,0,0.053755229,0,19.4,19.06650565,0.014085474
 07/28  06:00:00,0,0,0,24.97604495,0,0.013744397,24.99411205,0.013859881,0,0,0.018067103,0,20,19.20365733,0.01400116
 07/28  07:00:00,0,0,0,26.91794445,0,0.014360227,26.57754222,0.014204784,0,0,-0.340402232,0,22.2,20.24015648,0.014486966
 07/28  08:00:00,0,0,0,28.57913624,0,0.01538068,28.29305441,0.015033039,0,0,-0.286081826,0,23.9,21.5946863,0.01570419
 07/28  09:00:00,219.9432393,20.57572018,0.080412264,17.26822683,0.331281213,0.012063472,22.48679701,0.013043595,3861.728907,560.1899265,5.218570177,1.72881426,24.4,22.47173629,0.016803426
 07/28  10:00:00,177.9587198,71.92441271,0.281313452,12.04119531,0.193995427,0.008434903,22.04710465,0.011149503,7743.804577,1130.222244,10.00590934,1.94110065,26.7,23.8168478,0.017933867
 07/28  11:00:00,182.3895957,50.72569389,0.198352053,13.32352725,0.216220199,0.009221182,22.58121068,0.011228107,6970.685995,1047.410398,9.257683433,2.001698151,28.3,24.24325472,0.017967554
 07/28  12:00:00,178.4224109,45.30499286,0.177144534,13.59599513,0.196583715,0.009341812,22.81979642,0.01133456,6480.877077,996.1544219,9.223801289,1.813249127,29.4,24.10020138,0.017268592
 07/28  13:00:00,222.8888309,53.92436455,0.210857316,13.76664796,0.338202181,0.009560253,21.34459837,0.010818792,7467.196079,1170.187823,7.57795041,2.562879358,30,24.29145264,0.017326695
 07/28  14:00:00,172.7925298,17.10079536,0.066814107,17.60987894,0.155797628,0.01200096,24.00738259,0.012704969,3619.435945,591.7089548,6.397503644,0.996715896,30,23.59123274,0.016197938
 07/28  15:00:00,217.541981,38.99196819,0.152444628,14.6473011,0.325513915,0.010130973,21.03701439,0.011228235,5941.11396,913.214431,6.389713291,2.079940592,29.4,23.41893981,0.016178268
 07/28  16:00:00,171.1827009,34.79157966,0.136059511,12.8125426,0.102669688,0.008469816,23.0289242,0.011312126,4392.843666,644.4159258,10.21638161,1.048912714,26.1,22.52744428,0.016169997
 07/28  17:00:00,196.0295616,17.4218934,0.068080985,17.50627398,0.266689915,0.012193294,22.15904836,0.01270495,3402.915643,527.1734283,4.652774373,1.240848002,26.7,22.77996832,0.016303138
 07/28  18:00:00,0,0,0,25.18521665,0,0.014526695,24.86110421,0.013936096,0,0,-0.324112438,0,25.6,22.06779216,0.015669979
 07/28  19:00:00,0,0,0,25.41200142,0,0.013590188,25.2426117,0.01362441,0,0,-0.169389725,0,25,20.49210786,0.013646857
 07/28  20:00:00,0,0,0,24.89505784,0,0.013870025,24.85917475,0.014011564,0,0,-0.035883085,0,22.2,20.61982903,0.014985782
 07/28  21:00:00,0,0,0,24.71854104,0,0.014283639,24.68943119,0.01428636,0,0,-0.029109854,0,21.7,20.13856962,0.014524948
 07/28  22:00:00,0,0,0,24.39555671,0,0.014117438,24.31474578,0.014030482,0,0,-0.080810933,0,21.1,19.56163031,0.013974372
 07/28  23:00:00,0,0,0,23.24139751,0,0.013934167,23.43848903,0.013962005,0,0,0.197091522,0,19.4,19.06694038,0.014027338
 07/28  24:00:00,0,0,0,23.34483577,0,0.013969163,23.25265588,0.013953394,0,0,-0.092179894,0,19.4,19.06694038,0.014027338
 07/29  01:00:00,0,0,0,24.04309099,0,0.013902166,23.96207276,0.013905544,0,0,-0.081018228,0,20,19.20443569,0.013957824
 07/29  02:00:00,0,0,0,24.59525087,0,0.01346616,24.55463293,0.013485113,0,0,-0.040617933,0,20,18.50323773,0.013038442
 07/29  03:00:00,0,0,0,23.73067751,0,0.013139932,23.83479897,0.013148195,0,0,0.104121461,0,20,18.50373663,0.013025023
 07/29  04:00:00,0,0,0,23.01213385,0,0.013079101,23.06956465,0.013080125,0,0,0.0574308,0,20,18.50373663,0.013025023
 07/29  05:00:00,0,0,0,22.93104214,0,0.013068957,22.89124633,0.013074417,0,0,-0.039795802,0,20,18.50373663,0.013025023
 07/29  06:00:00,0,0,0,24.83057095,0,0.013325698,24.53675999,0.013252921,0,0,-0.293810957,0,21.1,19.19428361,0.013468167
 07/29  07:00:00,0,0,0,25.83666789,0,0.013792332,25.67466046,0.013667239,0,0,-0.162007434,0,22.2,19.98745766,0.014075918
 07/29  08:00:00,0,0,0,27.23255878,0,0.013569189,26.972539,0.013585842,0,0,-0.26001978,0,23.3,19.95353947,0.013568149
 07/29  09:00:00,0,0,0,29.70204379,0,0.013524057,29.342581,0.013544523,0,0,-0.359462784,0,24.4,20.25083322,0.0135155
 07/29  10:00:00,0,0,0,29.25554225,0,0.013561987,29.39469489,0.013563395,0,0,0.139152641,0,25,20.49768528,0.013590684
 07/29  11:00:00,0,0,0,29.53384753,0,0.013564803,29.1779681,0.013149738,0,0,-0.355879428,0,26.1,20.06823088,0.012538201
 07/29  12:00:00,0,0,0,29.46884023,0,0.012910954,29.53823031,0.012714439,0,0,0.069390071,0,26.7,19.91949316,0.012085395
 07/29  13:00:00,0,0,0,29.60762038,0,0.012517925,29.44574004,0.01218994,0,0,-0.161880341,0,27.2,19.82406399,0.011747922
 07/29  14:00:00,0,0,0,29.1923223,0,0.011938238,29.11391102,0.01170529,0,0,-0.078411279,0,27.8,19.42263136,0.010961036
 07/29  15:00:00,0,0,0,30.1817965,0,0.011136458,30.07973201,0.011168488,0,0,-0.102064484,0,27.8,19.05464775,0.010476442
 07/29  16:00:00,0,0,0,30.31721542,0,0.010863419,30.06702686,0.010556213,0,0,-0.25018856,0,27.2,18.57605402,0.010119611
 07/29  17:00:00,0,0,0,29.24312084,0,0.010212813,29.33080021,0.010236431,0,0,0.087679377,0,26.7,18.17973995,0.0098221
 07/29  18:00:00,0,0,0,29.14732526,0,0.010022058,29.21695467,0.010116083,0,0,0.069629409,0,25.6,18.16319748,0.01025687
 07/29  19:00:00,0,0,0,27.06963515,0,0.00980851,27.44421084,0.009901343,0,0,0.37457569,0,23.9,17.25255576,0.009817134
 07/29  20:00:00,0,0,0,27.08172637,0,0.00977319,27.24217769,0.009469586,0,0,0.160451323,0,22.8,16.33642591,0.009186466
 07/29  21:00:00,0,0,0,26.33167914,0,0.009412937,26.4327809,0.00942447,0,0,0.101101758,0,21.7,16.14880543,0.009421004
 07/29  22:00:00,0,0,0,26.41346119,0,0.00971677,26.3478454,0.009864354,0,0,-0.065615791,0,21.1,16.87522752,0.010533256
 07/29  23:00:00,0,0,0,25.13327407,0,0.010856415,25.348044,0.010585023,0,0,0.214769926,0,18.3,16.8685264,0.011690394
 07/29  24:00:00,0,0,0,25.17283531,0,0.010627662,25.05294498,0.010758231,0,0,-0.11989033,0,17.8,16.38767835,0.011321937
 07/30  01:00:00,0,0,0,24.309067,0,0.011102603,24.39708782,0.011085462,0,0,0.088020821,0,17.8,16.72012602,0.011719705
 07/30  02:00:00,0,0,0,24.20931343,0,0.011056815,24.10756016,0.011087325,0,0,-0.101753272,0,17.8,16.38767835,0.011321937
 07/30  03:00:00,0,0,0,23.75188582,0,0.0109419,23.81846482,0.010972617,0,0,0.066579003,0,15.6,15.2991781,0.010970095
 07/30  04:00:00,0,0,0,22.4475985,0,0.010831382,22.67063341,0.01084629,0,0,0.223034912,0,16.1,15.38311244,0.010846542
 07/30  05:00:00,0,0,0,22.70213253,0,0.010763564,22.62938969,0.010694017,0,0,-0.072742839,0,15.6,14.89322913,0.010499313
 07/30  06:00:00,0,0,0,22.88596386,0,0.010750906,22.98019935,0.010853127,0,0,0.094235493,0,16.7,15.97099792,0.011276789
 07/30  07:00:00,0,0,0,24.23835506,0,0.011840215,24.0099004,0.011576667,0,0,-0.228454657,0,20,18.14692506,0.012553899
 07/30  08:00:00,0,0,0,25.86708379,0,0.012492208,25.56056999,0.012198966,0,0,-0.3065138,0,22.8,19.49464225,0.013141723
 07/30  09:00:00,0,0,0,25.91981137,0,0.012061312,25.82717828,0.012073854,0,0,-0.092633094,0,23.9,19.07621526,0.012126797
